id,name,description,axis,level,source
lit_labor_justice_0169,Migration and mobile labour in maritime industries: Deconstructing and resisting coastal displacement: A research agenda,"Literature-derived competence (cluster: Migration and mobile labour in maritime industries) from Blue economy labour justice & social equity papers. Source paper: Deconstructing and resisting coastal displacement: A research agenda (Kristen Ounanian
Matthew Howells, 2024).",MARITIME,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0170,Blue justice frameworks and social sustainability: EFFECTIVE STAKEHOLDER ENGAGEMENT IN COASTAL TRANSITIONS,"Literature-derived competence (cluster: Blue justice frameworks and social sustainability) from Blue economy labour justice & social equity papers. Source paper: EFFECTIVE STAKEHOLDER ENGAGEMENT IN COASTAL TRANSITIONS (M Kelly
S Axon, 2022).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0171,Equitable benefit-sharing in ocean resource governance: Plastic pollution challenges in marine and coastal environments: from,"Literature-derived competence (cluster: Equitable benefit-sharing in ocean resource governance) from Blue economy labour justice & social equity papers. Source paper: Plastic pollution challenges in marine and coastal environments: from local to global governance (Joanna Vince
Britta Denise Hardesty, 2017).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0172,Community participation in marine spatial planning: Environmental justice and the expanding geography of wind power confli,"Literature-derived competence (cluster: Community participation in marine spatial planning) from Blue economy labour justice & social equity papers. Source paper: Environmental justice and the expanding geography of wind power conflicts (Sofia Avila, 2018).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0173,Indigenous and traditional fishing rights advocacy: A Social Justice Legitimacy to Protect Coastal Residents,"Literature-derived competence (cluster: Indigenous and traditional fishing rights advocacy) from Blue economy labour justice & social equity papers. Source paper: A Social Justice Legitimacy to Protect Coastal Residents (Aditia Syaprillah
Yahya Ahmad Zein
Tove H.Malloy, 2023).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0174,Social impact assessment for blue economy projects: Toward Sustainable Development in the Ocean: A Framework for Blue Econ,"Literature-derived competence (cluster: Social impact assessment for blue economy projects) from Blue economy labour justice & social equity papers. Source paper: Toward Sustainable Development in the Ocean: A Framework for Blue Economy Marine Spatial Planning (Jen‐Han Yang
Jen‐Yu Yang
Yi Chang, 2025).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0175,"Blue justice frameworks and social sustainability: Africa Integrated Maritime Policy, blue growth and a new ocean governa","Literature-derived competence (cluster: Blue justice frameworks and social sustainability) from Blue economy labour justice & social equity papers. Source paper: Africa Integrated Maritime Policy, blue growth and a new ocean governance: case studies from the Atlantic and the Indian (José Guerreiro, 2022).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0176,Precarious work and informality in coastal fisheries: How can maritime spatial planning contribute to sustainable Blue Growt,"Literature-derived competence (cluster: Precarious work and informality in coastal fisheries) from Blue economy labour justice & social equity papers. Source paper: How can maritime spatial planning contribute to sustainable Blue Growth in the Baltic Sea (Hanna Tarvainen
Harri Tolvanen
Sari Repka, 2015).",MARITIME,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0177,Community participation in marine spatial planning: The Sea Unites Us but It Is Governed to Keep Us Apart: Restoring the C,"Literature-derived competence (cluster: Community participation in marine spatial planning) from Blue economy labour justice & social equity papers. Source paper: The Sea Unites Us but It Is Governed to Keep Us Apart: Restoring the Creole Afro-Indigenous Sea Mobilities in the Southw (María Catalina García, 2024).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0178,Indigenous and traditional fishing rights advocacy: Governance and Community Participation in Marine and Coastal EbA in SA,"Literature-derived competence (cluster: Indigenous and traditional fishing rights advocacy) from Blue economy labour justice & social equity papers. Source paper: Governance and Community Participation in Marine and Coastal EbA in SADC. (C MACAMO, ).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_research_gaps_0002,Integrated ocean observing and data governance: Integration of Sustainable Governance in Improving the Economy of Coas,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: Integration of Sustainable Governance in Improving the Economy of Coastal Communities Based on Blue Economy in Southwest (Rahman Rahman
Muh. Akmal Ibrahim
Muhammad Musa'ad, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0003,"Blue economy monitoring, evaluation and learning: Strategies for addressing conflicts arising from blue growth initiativ","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Strategies for addressing conflicts arising from blue growth initiatives: insights from three case studies in South Afri (Merle Sowman
Philile Mbatha
Johanna von Holdt, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0007,Open science and FAIR data in blue economy: Assessing knowledge gaps and management needs to cope with barriers fo,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: Assessing knowledge gaps and management needs to cope with barriers for environmental, economic, and social sustainabili (P Pita
J Alós
M Antelo
I Artetxe, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0008,Transdisciplinary ocean research co-production: Inquiry into the Potential of Stakeholder-Driven Sustainable Blue Econ,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: Inquiry into the Potential of Stakeholder-Driven Sustainable Blue Economy Strategies to Bolster Resilience in Marine and (Alice Guittard
Susa Niiranen
Anastasiya Laznya
Phoebe Koundo, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0009,Knowledge transfer between science and ocean policy: Challenging the blue economy: voices from artisanal fishing communitie,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Challenging the blue economy: voices from artisanal fishing communities in Latin America and the Caribbean (Leopoldo Cavaleri Gerhardinger
Elyse Mills
Beatriz Mesquita
, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0010,Marine protected area design and effectiveness: Fiscal reforms for sustainable marine fisheries governance: Delivering,"Literature-derived competence (cluster: Marine protected area design and effectiveness) from Blue economy research gaps & governance papers. Source paper: Fiscal reforms for sustainable marine fisheries governance: Delivering the SDGs and ensuring no one is left behind (Essam Yassin Mohammed
Dave Steinbach
Paul Steele, 2017).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0011,"Blue economy monitoring, evaluation and learning: A bibliometric analysis of the marine fishing landscape in Africa and","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: A bibliometric analysis of the marine fishing landscape in Africa and its implications for sustainable coastal communiti (LA Etta
B Matovu
I Lukambagire, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0013,Science-policy interface in maritime governance: Stakeholder Perspectives on Opportunities and Challenges in Achieving,"Literature-derived competence (cluster: Science-policy interface in maritime governance) from Blue economy research gaps & governance papers. Source paper: Stakeholder Perspectives on Opportunities and Challenges in Achieving Sustainable Growth of the Blue Economy in a Changi (Christina Hoerterer
Maximilian Felix Schupp
Maximilian Felix, 2020).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0014,Cross-border ocean research collaboration: Blue Economy,"Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: Blue Economy (, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
